Scenario Name,Date,observation_date,DRSFRMACBS,Real GDP growth_lag1,Real GDP growth_lag2,Real GDP growth_lag3,Real GDP growth_lag4,Real GDP growth_lag5,Real GDP growth_lag6,Nominal GDP growth_lag1,Nominal GDP growth_lag2,Nominal GDP growth_lag3,Nominal GDP growth_lag4,Nominal GDP growth_lag5,Nominal GDP growth_lag6,Real disposable income growth_lag1,Real disposable income growth_lag2,Real disposable income growth_lag3,Real disposable income growth_lag4,Real disposable income growth_lag5,Real disposable income growth_lag6,Nominal disposable income growth_lag1,Nominal disposable income growth_lag2,Nominal disposable income growth_lag3,Nominal disposable income growth_lag4,Nominal disposable income growth_lag5,Nominal disposable income growth_lag6,Unemployment rate_lag1,Unemployment rate_lag2,Unemployment rate_lag3,Unemployment rate_lag4,Unemployment rate_lag5,Unemployment rate_lag6,CPI inflation rate_lag1,CPI inflation rate_lag2,CPI inflation rate_lag3,CPI inflation rate_lag4,CPI inflation rate_lag5,CPI inflation rate_lag6,3-month Treasury rate_lag1,3-month Treasury rate_lag2,3-month Treasury rate_lag3,3-month Treasury rate_lag4,3-month Treasury rate_lag5,3-month Treasury rate_lag6,5-year Treasury yield_lag1,5-year Treasury yield_lag2,5-year Treasury yield_lag3,5-year Treasury yield_lag4,5-year Treasury yield_lag5,5-year Treasury yield_lag6,10-year Treasury yield_lag1,10-year Treasury yield_lag2,10-year Treasury yield_lag3,10-year Treasury yield_lag4,10-year Treasury yield_lag5,10-year Treasury yield_lag6,BBB corporate yield_lag1,BBB corporate yield_lag2,BBB corporate yield_lag3,BBB corporate yield_lag4,BBB corporate yield_lag5,BBB corporate yield_lag6,Mortgage rate_lag1,Mortgage rate_lag2,Mortgage rate_lag3,Mortgage rate_lag4,Mortgage rate_lag5,Mortgage rate_lag6,Prime rate_lag1,Prime rate_lag2,Prime rate_lag3,Prime rate_lag4,Prime rate_lag5,Prime rate_lag6,Dow Jones Total Stock Market Index (Level)_lag1,Dow Jones Total Stock Market Index (Level)_lag2,Dow Jones Total Stock Market Index (Level)_lag3,Dow Jones Total Stock Market Index (Level)_lag4,Dow Jones Total Stock Market Index (Level)_lag5,Dow Jones Total Stock Market Index (Level)_lag6,House Price Index (Level)_lag1,House Price Index (Level)_lag2,House Price Index (Level)_lag3,House Price Index (Level)_lag4,House Price Index (Level)_lag5,House Price Index (Level)_lag6,Commercial Real Estate Price Index (Level)_lag1,Commercial Real Estate Price Index (Level)_lag2,Commercial Real Estate Price Index (Level)_lag3,Commercial Real Estate Price Index (Level)_lag4,Commercial Real Estate Price Index (Level)_lag5,Commercial Real Estate Price Index (Level)_lag6,Market Volatility Index (Level)_lag1,Market Volatility Index (Level)_lag2,Market Volatility Index (Level)_lag3,Market Volatility Index (Level)_lag4,Market Volatility Index (Level)_lag5,Market Volatility Index (Level)_lag6
Actual,2018-10-01,2018-10-01,2.83,1.9,2.0,2.4,1.2,2.4,0.6,4.0,4.2,3.6,4.1,2.0,0.5,4.1,2.1,1.9,-0.7,3.1,2.5,6.4,4.1,3.5,1.9,3.3,2.1,4.6,4.8,4.9,4.9,4.9,5.0,2.7,2.6,1.7,3.2,-0.2,0.0,0.6,0.4,0.3,0.3,0.3,0.1,2.0,1.7,1.2,1.3,1.4,1.6,2.5,2.2,1.6,1.8,2.0,2.2,4.0,3.9,3.5,3.9,4.5,4.4,4.2,3.8,3.4,3.6,3.7,3.9,3.8,3.5,3.5,3.5,3.5,3.3,24508.3,23276.7,22468.6,21621.5,21179.4,21100.9,187.7,185.1,182.3,179.8,177.8,175.6,253.4,257.1,254.6,242.0,238.8,245.5,13.1,22.5,18.1,25.8,28.1,24.4
Actual,2019-01-01,2019-01-01,2.69,2.3,1.9,2.0,2.4,1.2,2.4,3.6,4.0,4.2,3.6,4.1,2.0,4.0,4.1,2.1,1.9,-0.7,3.1,5.2,6.4,4.1,3.5,1.9,3.3,4.4,4.6,4.8,4.9,4.9,4.9,0.7,2.7,2.6,1.7,3.2,-0.2,0.9,0.6,0.4,0.3,0.3,0.3,1.8,2.0,1.7,1.2,1.3,1.4,2.3,2.5,2.2,1.6,1.8,2.0,3.8,4.0,3.9,3.5,3.9,4.5,4.0,4.2,3.8,3.4,3.6,3.7,4.0,3.8,3.5,3.5,3.5,3.5,25125.0,24508.3,23276.7,22468.6,21621.5,21179.4,190.3,187.7,185.1,182.3,179.8,177.8,261.5,253.4,257.1,254.6,242.0,238.8,16.0,13.1,22.5,18.1,25.8,28.1
Actual,2019-04-01,2019-04-01,2.6,2.9,2.3,1.9,2.0,2.4,1.2,5.0,3.6,4.0,4.2,3.6,4.1,2.4,4.0,4.1,2.1,1.9,-0.7,4.0,5.2,6.4,4.1,3.5,1.9,4.3,4.4,4.6,4.8,4.9,4.9,1.9,0.7,2.7,2.6,1.7,3.2,1.0,0.9,0.6,0.4,0.3,0.3,1.8,1.8,2.0,1.7,1.2,1.3,2.3,2.3,2.5,2.2,1.6,1.8,3.7,3.8,4.0,3.9,3.5,3.9,3.9,4.0,4.2,3.8,3.4,3.6,4.3,4.0,3.8,3.5,3.5,3.5,26148.5,25125.0,24508.3,23276.7,22468.6,21621.5,193.2,190.3,187.7,185.1,182.3,179.8,266.7,261.5,253.4,257.1,254.6,242.0,16.0,16.0,13.1,22.5,18.1,25.8
Actual,2019-07-01,2019-07-01,2.44,3.8,2.9,2.3,1.9,2.0,2.4,6.8,5.0,3.6,4.0,4.2,3.6,2.0,2.4,4.0,4.1,2.1,1.9,4.7,4.0,5.2,6.4,4.1,3.5,4.2,4.3,4.4,4.6,4.8,4.9,3.2,1.9,0.7,2.7,2.6,1.7,1.2,1.0,0.9,0.6,0.4,0.3,2.1,1.8,1.8,2.0,1.7,1.2,2.4,2.3,2.3,2.5,2.2,1.6,3.7,3.7,3.8,4.0,3.9,3.5,3.9,3.9,4.0,4.2,3.8,3.4,4.3,4.3,4.0,3.8,3.5,3.5,27673.2,26148.5,25125.0,24508.3,23276.7,22468.6,196.3,193.2,190.3,187.7,185.1,182.3,274.6,266.7,261.5,253.4,257.1,254.6,13.1,16.0,16.0,13.1,22.5,18.1
Actual,2019-10-01,2019-10-01,2.34,3.1,3.8,2.9,2.3,1.9,2.0,5.3,6.8,5.0,3.6,4.0,4.2,4.9,2.0,2.4,4.0,4.1,2.1,7.7,4.7,4.0,5.2,6.4,4.1,4.0,4.2,4.3,4.4,4.6,4.8,3.1,3.2,1.9,0.7,2.7,2.6,1.6,1.2,1.0,0.9,0.6,0.4,2.5,2.1,1.8,1.8,2.0,1.7,2.8,2.4,2.3,2.3,2.5,2.2,4.1,3.7,3.7,3.8,4.0,3.9,4.3,3.9,3.9,4.0,4.2,3.8,4.5,4.3,4.3,4.0,3.8,3.5,27383.0,27673.2,26148.5,25125.0,24508.3,23276.7,199.4,196.3,193.2,190.3,187.7,185.1,270.4,274.6,266.7,261.5,253.4,257.1,37.3,13.1,16.0,16.0,13.1,22.5
Actual,2020-01-01,2020-01-01,2.35,3.4,3.1,3.8,2.9,2.3,1.9,7.1,5.3,6.8,5.0,3.6,4.0,3.4,4.9,2.0,2.4,4.0,4.1,5.8,7.7,4.7,4.0,5.2,6.4,3.9,4.0,4.2,4.3,4.4,4.6,2.5,3.1,3.2,1.9,0.7,2.7,1.8,1.6,1.2,1.0,0.9,0.6,2.8,2.5,2.1,1.8,1.8,2.0,2.9,2.8,2.4,2.3,2.3,2.5,4.5,4.1,3.7,3.7,3.8,4.0,4.5,4.3,3.9,3.9,4.0,4.2,4.8,4.5,4.3,4.3,4.0,3.8,28313.8,27383.0,27673.2,26148.5,25125.0,24508.3,201.8,199.4,196.3,193.2,190.3,187.7,283.3,270.4,274.6,266.7,261.5,253.4,23.6,37.3,13.1,16.0,16.0,13.1
Actual,2020-04-01,2020-04-01,2.54,1.9,3.4,3.1,3.8,2.9,2.3,3.3,7.1,5.3,6.8,5.0,3.6,3.4,3.4,4.9,2.0,2.4,4.0,4.7,5.8,7.7,4.7,4.0,5.2,3.8,3.9,4.0,4.2,4.3,4.4,1.6,2.5,3.1,3.2,1.9,0.7,2.0,1.8,1.6,1.2,1.0,0.9,2.8,2.8,2.5,2.1,1.8,1.8,2.9,2.9,2.8,2.4,2.3,2.3,4.5,4.5,4.1,3.7,3.7,3.8,4.6,4.5,4.3,3.9,3.9,4.0,5.0,4.8,4.5,4.3,4.3,4.0,30189.6,28313.8,27383.0,27673.2,26148.5,25125.0,203.6,201.8,199.4,196.3,193.2,190.3,276.3,283.3,270.4,274.6,266.7,261.5,16.1,23.6,37.3,13.1,16.0,16.0
Actual,2020-07-01,2020-07-01,2.84,0.9,1.9,3.4,3.1,3.8,2.9,3.0,3.3,7.1,5.3,6.8,5.0,3.0,3.4,3.4,4.9,2.0,2.4,4.7,4.7,5.8,7.7,4.7,4.0,3.8,3.8,3.9,4.0,4.2,4.3,1.6,1.6,2.5,3.1,3.2,1.9,2.3,2.0,1.8,1.6,1.2,1.0,2.9,2.8,2.8,2.5,2.1,1.8,3.0,2.9,2.9,2.8,2.4,2.3,4.8,4.5,4.5,4.1,3.7,3.7,4.8,4.6,4.5,4.3,3.9,3.9,5.3,5.0,4.8,4.5,4.3,4.3,25724.5,30189.6,28313.8,27383.0,27673.2,26148.5,205.4,203.6,201.8,199.4,196.3,193.2,276.9,276.3,283.3,270.4,274.6,266.7,36.1,16.1,23.6,37.3,13.1,16.0
Actual,2020-10-01,2020-10-01,2.74,2.4,0.9,1.9,3.4,3.1,3.8,3.7,3.0,3.3,7.1,5.3,6.8,3.6,3.0,3.4,3.4,4.9,2.0,4.1,4.7,4.7,5.8,7.7,4.7,3.9,3.8,3.8,3.9,4.0,4.2,0.7,1.6,1.6,2.5,3.1,3.2,2.4,2.3,2.0,1.8,1.6,1.2,2.5,2.9,2.8,2.8,2.5,2.1,2.7,3.0,2.9,2.9,2.8,2.4,4.5,4.8,4.5,4.5,4.1,3.7,4.4,4.8,4.6,4.5,4.3,3.9,5.5,5.3,5.0,4.8,4.5,4.3,29193.9,25724.5,30189.6,28313.8,27383.0,27673.2,207.3,205.4,203.6,201.8,199.4,196.3,283.1,276.9,276.3,283.3,270.4,274.6,25.5,36.1,16.1,23.6,37.3,13.1
Actual,2021-01-01,2021-01-01,2.67,3.2,2.4,0.9,1.9,3.4,3.1,5.6,3.7,3.0,3.3,7.1,5.3,-1.4,3.6,3.0,3.4,3.4,4.9,1.3,4.1,4.7,4.7,5.8,7.7,3.6,3.9,3.8,3.8,3.9,4.0,3.5,0.7,1.6,1.6,2.5,3.1,2.3,2.4,2.3,2.0,1.8,1.6,2.1,2.5,2.9,2.8,2.8,2.5,2.4,2.7,3.0,2.9,2.9,2.8,4.0,4.5,4.8,4.5,4.5,4.1,4.0,4.4,4.8,4.6,4.5,4.3,5.5,5.5,5.3,5.0,4.8,4.5,30243.8,29193.9,25724.5,30189.6,28313.8,27383.0,209.2,207.3,205.4,203.6,201.8,199.4,296.4,283.1,276.9,276.3,283.3,270.4,20.6,25.5,36.1,16.1,23.6,37.3
Actual,2021-04-01,2021-04-01,2.48,2.8,3.2,2.4,0.9,1.9,3.4,4.1,5.6,3.7,3.0,3.3,7.1,2.3,-1.4,3.6,3.0,3.4,3.4,3.4,1.3,4.1,4.7,4.7,5.8,3.6,3.6,3.9,3.8,3.8,3.9,1.3,3.5,0.7,1.6,1.6,2.5,2.0,2.3,2.4,2.3,2.0,1.8,1.7,2.1,2.5,2.9,2.8,2.8,1.8,2.4,2.7,3.0,2.9,2.9,3.4,4.0,4.5,4.8,4.5,4.5,3.7,4.0,4.4,4.8,4.6,4.5,5.3,5.5,5.5,5.3,5.0,4.8,30441.8,30243.8,29193.9,25724.5,30189.6,28313.8,211.3,209.2,207.3,205.4,203.6,201.8,304.9,296.4,283.1,276.9,276.3,283.3,24.6,20.6,25.5,36.1,16.1,23.6
Actual,2021-07-01,2021-07-01,2.31,1.9,2.8,3.2,2.4,0.9,1.9,3.6,4.1,5.6,3.7,3.0,3.3,2.4,2.3,-1.4,3.6,3.0,3.4,4.1,3.4,1.3,4.1,4.7,4.7,3.6,3.6,3.6,3.9,3.8,3.8,2.6,1.3,3.5,0.7,1.6,1.6,1.6,2.0,2.3,2.4,2.3,2.0,1.6,1.7,2.1,2.5,2.9,2.8,1.8,1.8,2.4,2.7,3.0,2.9,3.3,3.4,4.0,4.5,4.8,4.5,3.7,3.7,4.0,4.4,4.8,4.6,4.8,5.3,5.5,5.5,5.3,5.0,33035.4,30441.8,30243.8,29193.9,25724.5,30189.6,214.1,211.3,209.2,207.3,205.4,203.6,298.4,304.9,296.4,283.1,276.9,276.3,20.6,24.6,20.6,25.5,36.1,16.1
Actual,2021-10-01,2021-10-01,2.28,-5.1,1.9,2.8,3.2,2.4,0.9,-3.9,3.6,4.1,5.6,3.7,3.0,3.0,2.4,2.3,-1.4,3.6,3.0,4.3,4.1,3.4,1.3,4.1,4.7,3.8,3.6,3.6,3.6,3.9,3.8,1.0,2.6,1.3,3.5,0.7,1.6,1.1,1.6,2.0,2.3,2.4,2.3,1.2,1.6,1.7,2.1,2.5,2.9,1.4,1.8,1.8,2.4,2.7,3.0,3.4,3.3,3.4,4.0,4.5,4.8,3.5,3.7,3.7,4.0,4.4,4.8,4.4,4.8,5.3,5.5,5.5,5.3,25984.8,33035.4,30441.8,30243.8,29193.9,25724.5,217.1,214.1,211.3,209.2,207.3,205.4,300.1,298.4,304.9,296.4,283.1,276.9,82.7,20.6,24.6,20.6,25.5,36.1
Actual,2022-01-01,2022-01-01,2.08,-31.2,-5.1,1.9,2.8,3.2,2.4,-32.4,-3.9,3.6,4.1,5.6,3.7,48.5,3.0,2.4,2.3,-1.4,3.6,46.1,4.3,4.1,3.4,1.3,4.1,13.0,3.8,3.6,3.6,3.6,3.9,-3.1,1.0,2.6,1.3,3.5,0.7,0.1,1.1,1.6,2.0,2.3,2.4,0.4,1.2,1.6,1.7,2.1,2.5,0.7,1.4,1.8,1.8,2.4,2.7,3.4,3.4,3.3,3.4,4.0,4.5,3.2,3.5,3.7,3.7,4.0,4.4,3.3,4.4,4.8,5.3,5.5,5.5,31576.8,25984.8,33035.4,30441.8,30243.8,29193.9,219.6,217.1,214.1,211.3,209.2,207.3,301.5,300.1,298.4,304.9,296.4,283.1,57.1,82.7,20.6,24.6,20.6,25.5
Actual,2022-04-01,2022-04-01,1.96,33.8,-31.2,-5.1,1.9,2.8,3.2,38.7,-32.4,-3.9,3.6,4.1,5.6,-16.6,48.5,3.0,2.4,2.3,-1.4,-13.6,46.1,4.3,4.1,3.4,1.3,8.8,13.0,3.8,3.6,3.6,3.6,4.7,-3.1,1.0,2.6,1.3,3.5,0.1,0.1,1.1,1.6,2.0,2.3,0.3,0.4,1.2,1.6,1.7,2.1,0.6,0.7,1.4,1.8,1.8,2.4,2.4,3.4,3.4,3.3,3.4,4.0,3.0,3.2,3.5,3.7,3.7,4.0,3.3,3.3,4.4,4.8,5.3,5.5,34305.8,31576.8,25984.8,33035.4,30441.8,30243.8,225.2,219.6,217.1,214.1,211.3,209.2,300.0,301.5,300.1,298.4,304.9,296.4,33.6,57.1,82.7,20.6,24.6,20.6
Actual,2022-07-01,2022-07-01,1.85,4.5,33.8,-31.2,-5.1,1.9,2.8,6.6,38.7,-32.4,-3.9,3.6,4.1,-8.3,-16.6,48.5,3.0,2.4,2.3,-6.9,-13.6,46.1,4.3,4.1,3.4,6.8,8.8,13.0,3.8,3.6,3.6,2.4,4.7,-3.1,1.0,2.6,1.3,0.1,0.1,0.1,1.1,1.6,2.0,0.4,0.3,0.4,1.2,1.6,1.7,0.9,0.6,0.7,1.4,1.8,1.8,2.3,2.4,3.4,3.4,3.3,3.4,2.8,3.0,3.2,3.5,3.7,3.7,3.3,3.3,3.3,4.4,4.8,5.3,39219.6,34305.8,31576.8,25984.8,33035.4,30441.8,232.7,225.2,219.6,217.1,214.1,211.3,311.7,300.0,301.5,300.1,298.4,304.9,40.3,33.6,57.1,82.7,20.6,24.6
Actual,2022-10-01,2022-10-01,1.78,6.3,4.5,33.8,-31.2,-5.1,1.9,10.9,6.6,38.7,-32.4,-3.9,3.6,54.7,-8.3,-16.6,48.5,3.0,2.4,60.6,-6.9,-13.6,46.1,4.3,4.1,6.2,6.8,8.8,13.0,3.8,3.6,3.7,2.4,4.7,-3.1,1.0,2.6,0.1,0.1,0.1,0.1,1.1,1.6,0.6,0.4,0.3,0.4,1.2,1.6,1.4,0.9,0.6,0.7,1.4,1.8,2.4,2.3,2.4,3.4,3.4,3.3,2.9,2.8,3.0,3.2,3.5,3.7,3.3,3.3,3.3,3.3,4.4,4.8,41602.7,39219.6,34305.8,31576.8,25984.8,33035.4,242.2,232.7,225.2,219.6,217.1,214.1,312.9,311.7,300.0,301.5,300.1,298.4,37.2,40.3,33.6,57.1,82.7,20.6
Actual,2023-01-01,2023-01-01,1.73,6.7,6.3,4.5,33.8,-31.2,-5.1,13.4,10.9,6.6,38.7,-32.4,-3.9,-29.0,54.7,-8.3,-16.6,48.5,3.0,-24.5,60.6,-6.9,-13.6,46.1,4.3,5.9,6.2,6.8,8.8,13.0,3.8,8.4,3.7,2.4,4.7,-3.1,1.0,0.0,0.1,0.1,0.1,0.1,1.1,0.8,0.6,0.4,0.3,0.4,1.2,1.6,1.4,0.9,0.6,0.7,1.4,2.6,2.4,2.3,2.4,3.4,3.4,3.0,2.9,2.8,3.0,3.2,3.5,3.3,3.3,3.3,3.3,3.3,4.4,44904.3,41602.7,39219.6,34305.8,31576.8,25984.8,254.9,242.2,232.7,225.2,219.6,217.1,322.7,312.9,311.7,300.0,301.5,300.1,27.6,37.2,40.3,33.6,57.1,82.7
